date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:51:35	6931/6931	---M--	200	added ('OK')	text/css	etag:%221b13-63556d99a41f1%22	https://crestahealthcare.com/wp-content/plugins/tablepress/css/build/default.css?ver=3.1.2	C:/Users/MY%20PC/Documents/Web_projects/Serene%20Touch/crestahealthcare.com/wp-content/plugins/tablepress/css/build/default0226.css	(from https://crestahealthcare.com/)
23:51:36	30347/30347	---M--	200	added ('OK')	text/css	etag:%22768b-63a87c81cb1b7%22	https://crestahealthcare.com/wp-content/plugins/elementskit-lite/widgets/init/assets/css/responsive.css?ver=3.5.6	C:/Users/MY%20PC/Documents/Web_projects/Serene%20Touch/crestahealthcare.com/wp-content/plugins/elementskit-lite/widgets/init/assets/css/responsive10cb.css	(from https://crestahealthcare.com/)
23:51:36	30353/30353	---M--	200	added ('OK')	text/css	etag:%227691-6323568745d45%22	https://crestahealthcare.com/wp-content/plugins/site-reviews/assets/styles/default.css?ver=7.2.6	C:/Users/MY%20PC/Documents/Web_projects/Serene%20Touch/crestahealthcare.com/wp-content/plugins/site-reviews/assets/styles/defaultd4e1.css	(from https://crestahealthcare.com/)
23:51:36	811/811	---M--	200	added ('OK')	image/svg+xml	etag:%2232b-6323568742e65%22	https://crestahealthcare.com/wp-content/plugins/site-reviews/assets/images/stars/default/star-empty.svg	C:/Users/MY%20PC/Documents/Web_projects/Serene%20Touch/crestahealthcare.com/wp-content/plugins/site-reviews/assets/images/stars/default/star-empty.svg	(from https://crestahealthcare.com/)
23:51:36	461982/461982	---M--	200	added ('OK')	text/css	etag:%2270c9e-63a87c81cc157%22	https://crestahealthcare.com/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles.css?ver=3.5.6	C:/Users/MY%20PC/Documents/Web_projects/Serene%20Touch/crestahealthcare.com/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles10cb.css	(from https://crestahealthcare.com/)
23:51:36	794/794	---M--	200	added ('OK')	text/css	etag:%2231a-63556d9453c96%22	https://crestahealthcare.com/wp-content/plugins/signature-field-for-elementor-forms/lib/css/jquery.signature.css?ver=6.8.2	C:/Users/MY%20PC/Documents/Web_projects/Serene%20Touch/crestahealthcare.com/wp-content/plugins/signature-field-for-elementor-forms/lib/css/jquery.signature6c2d.css	(from https://crestahealthcare.com/)
23:51:36	24673/24673	---M--	200	added ('OK')	text/css	etag:%226061-6308cf33dc174%22	https://crestahealthcare.com/wp-content/uploads/elementor/google-fonts/css/barlow.css?ver=1742231794	C:/Users/MY%20PC/Documents/Web_projects/Serene%20Touch/crestahealthcare.com/wp-content/uploads/elementor/google-fonts/css/barlowa5fd.css	(from https://crestahealthcare.com/)
23:51:37	25200/25200	---M--	200	added ('OK')	text/css	etag:%226270-6308d32799f34%22	https://crestahealthcare.com/wp-content/uploads/elementor/google-fonts/css/robotoslab.css?ver=1742232855	C:/Users/MY%20PC/Documents/Web_projects/Serene%20Touch/crestahealthcare.com/wp-content/uploads/elementor/google-fonts/css/robotoslabb9a8.css	(from https://crestahealthcare.com/)
23:51:37	2992/2992	---M--	200	added ('OK')	text/css	etag:%22bb0-6308cf3e9d1a8%22	https://crestahealthcare.com/wp-content/uploads/elementor/google-fonts/css/librebaskerville.css?ver=1742231806	C:/Users/MY%20PC/Documents/Web_projects/Serene%20Touch/crestahealthcare.com/wp-content/uploads/elementor/google-fonts/css/librebaskerville2e75.css	(from https://crestahealthcare.com/)
23:51:37	87553/87553	---M--	200	added ('OK')	text/javascript	etag:%2215601-62a8d81ccf922%22	https://crestahealthcare.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/Users/MY%20PC/Documents/Web_projects/Serene%20Touch/crestahealthcare.com/wp-includes/js/jquery/jquery.minf43b.js	(from https://crestahealthcare.com/)
23:51:38	124992/124992	---M--	200	added ('OK')	text/css	etag:%221e840-63a87c81c34b7%22	https://crestahealthcare.com/wp-content/plugins/elementskit-lite/modules/elementskit-icon-pack/assets/css/ekiticons.css?ver=3.5.6	C:/Users/MY%20PC/Documents/Web_projects/Serene%20Touch/crestahealthcare.com/wp-content/plugins/elementskit-lite/modules/elementskit-icon-pack/assets/css/ekiticons10cb.css	(from https://crestahealthcare.com/)
23:51:38	13577/13577	---M--	200	added ('OK')	text/javascript	etag:%223509-62a8d81cd6683%22	https://crestahealthcare.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/Users/MY%20PC/Documents/Web_projects/Serene%20Touch/crestahealthcare.com/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://crestahealthcare.com/)
23:51:38	21464/21464	---M--	200	added ('OK')	text/javascript	etag:%2253d8-632e6d4e1c847%22	https://crestahealthcare.com/wp-includes/js/jquery/ui/core.min.js?ver=1.13.3	C:/Users/MY%20PC/Documents/Web_projects/Serene%20Touch/crestahealthcare.com/wp-includes/js/jquery/ui/core.minb37e.js	(from https://crestahealthcare.com/)
23:51:38	15073/15073	---M--	200	added ('OK')	text/javascript	etag:%223ae1-63a87c7b1741e%22	https://crestahealthcare.com/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=3.30.3	C:/Users/MY%20PC/Documents/Web_projects/Serene%20Touch/crestahealthcare.com/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min55cb.js	(from https://crestahealthcare.com/)
23:51:38	3428/3428	---M--	200	added ('OK')	text/javascript	etag:%22d64-62a8d81cd6683%22	https://crestahealthcare.com/wp-includes/js/jquery/ui/mouse.min.js?ver=1.13.3	C:/Users/MY%20PC/Documents/Web_projects/Serene%20Touch/crestahealthcare.com/wp-includes/js/jquery/ui/mouse.minb37e.js	(from https://crestahealthcare.com/)
23:51:39	15159/15159	---M--	200	added ('OK')	text/javascript	etag:%223b37-63556d9453c96%22	https://crestahealthcare.com/wp-content/plugins/signature-field-for-elementor-forms/lib/js/jquery.signature.js?ver=6.8.2	C:/Users/MY%20PC/Documents/Web_projects/Serene%20Touch/crestahealthcare.com/wp-content/plugins/signature-field-for-elementor-forms/lib/js/jquery.signature6c2d.js	(from https://crestahealthcare.com/)
23:51:39	1291/1291	---M--	200	added ('OK')	text/javascript	etag:%2250b-63556d9453c96%22	https://crestahealthcare.com/wp-content/plugins/signature-field-for-elementor-forms/lib/js/jquery.ui.touch-punch.min.js?ver=6.8.2	C:/Users/MY%20PC/Documents/Web_projects/Serene%20Touch/crestahealthcare.com/wp-content/plugins/signature-field-for-elementor-forms/lib/js/jquery.ui.touch-punch.min6c2d.js	(from https://crestahealthcare.com/)
23:51:39	2733/2733	---M--	200	added ('OK')	text/javascript	etag:%22aad-63556d9453c96%22	https://crestahealthcare.com/wp-content/plugins/signature-field-for-elementor-forms/lib/js/signature.js?ver=1753483886	C:/Users/MY%20PC/Documents/Web_projects/Serene%20Touch/crestahealthcare.com/wp-content/plugins/signature-field-for-elementor-forms/lib/js/signature2aa0.js	(from https://crestahealthcare.com/)
23:51:41	354614/354614	---MC-	200	added ('OK')	application/json	date:Fri,%2025%20Jul%202025%2022:51:39%20GMT	https://crestahealthcare.com/wp-json/	C:/Users/MY%20PC/Documents/Web_projects/Serene%20Touch/crestahealthcare.com/wp-json/index.html	(from https://crestahealthcare.com/)
23:51:41	65338/65338	---MC-	200	added ('OK')	application/json	date:Fri,%2025%20Jul%202025%2022:51:39%20GMT	https://crestahealthcare.com/wp-json/wp/v2/pages/29	C:/Users/MY%20PC/Documents/Web_projects/Serene%20Touch/crestahealthcare.com/wp-json/wp/v2/pages/29.json	(from https://crestahealthcare.com/)
23:51:42	834/834	---MC-	200	added ('OK')	text/xml	date:Fri,%2025%20Jul%202025%2022:51:41%20GMT	https://crestahealthcare.com/xmlrpc.php?rsd	C:/Users/MY%20PC/Documents/Web_projects/Serene%20Touch/crestahealthcare.com/xmlrpc0db0.php	(from https://crestahealthcare.com/)
23:51:44	1966/1966	---MC-	200	added ('OK')	application/json	date:Fri,%2025%20Jul%202025%2022:51:42%20GMT	https://crestahealthcare.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcrestahealthcare.com%2F	C:/Users/MY%20PC/Documents/Web_projects/Serene%20Touch/crestahealthcare.com/wp-json/oembed/1.0/embed35a4.json	(from https://crestahealthcare.com/)
23:51:44	2114/2114	---MC-	200	added ('OK')	text/xml	date:Fri,%2025%20Jul%202025%2022:51:43%20GMT	https://crestahealthcare.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcrestahealthcare.com%2F&format=xml	C:/Users/MY%20PC/Documents/Web_projects/Serene%20Touch/crestahealthcare.com/wp-json/oembed/1.0/embed1177	(from https://crestahealthcare.com/)
23:51:45	4766/4766	---M--	200	added ('OK')	image/webp	etag:%22129e-60f12eab7b580%22	https://crestahealthcare.com/wp-content/uploads/2024/01/favicon-1.webp	C:/Users/MY%20PC/Documents/Web_projects/Serene%20Touch/crestahealthcare.com/wp-content/uploads/2024/01/favicon-1.webp	(from https://crestahealthcare.com/)
23:51:45	9684/9684	---M--	200	added ('OK')	image/webp	etag:%2225d4-60f12e6e72580%22	https://crestahealthcare.com/wp-content/uploads/2024/01/logo-1.webp	C:/Users/MY%20PC/Documents/Web_projects/Serene%20Touch/crestahealthcare.com/wp-content/uploads/2024/01/logo-1.webp	(from https://crestahealthcare.com/)
23:51:45	29244/29244	---M--	200	added ('OK')	image/webp	etag:%22723c-60f1340aae200%22	https://crestahealthcare.com/wp-content/uploads/2024/01/image3-1024x682-1.webp	C:/Users/MY%20PC/Documents/Web_projects/Serene%20Touch/crestahealthcare.com/wp-content/uploads/2024/01/image3-1024x682-1.webp	(from https://crestahealthcare.com/)
23:51:45	1424/1424	---M--	200	added ('OK')	image/webp	etag:%22590-60f13d6467180%22	https://crestahealthcare.com/wp-content/uploads/2024/01/1.webp	C:/Users/MY%20PC/Documents/Web_projects/Serene%20Touch/crestahealthcare.com/wp-content/uploads/2024/01/1.webp	(from https://crestahealthcare.com/)
23:51:46	1088/1088	---M--	200	added ('OK')	image/webp	etag:%22440-60f13d8a8cb80%22	https://crestahealthcare.com/wp-content/uploads/2024/01/2.webp	C:/Users/MY%20PC/Documents/Web_projects/Serene%20Touch/crestahealthcare.com/wp-content/uploads/2024/01/2.webp	(from https://crestahealthcare.com/)
23:51:46	1692/1692	---M--	200	added ('OK')	image/webp	etag:%2269c-60f13daaf9800%22	https://crestahealthcare.com/wp-content/uploads/2024/01/3-1.webp	C:/Users/MY%20PC/Documents/Web_projects/Serene%20Touch/crestahealthcare.com/wp-content/uploads/2024/01/3-1.webp	(from https://crestahealthcare.com/)
23:51:46	53036/53036	---M--	200	added ('OK')	image/webp	etag:%22cf2c-60f138e274f00%22	https://crestahealthcare.com/wp-content/uploads/2024/01/providing-care-for-elderly-doctor-visiting-elderly-PPQJVGU.webp	C:/Users/MY%20PC/Documents/Web_projects/Serene%20Touch/crestahealthcare.com/wp-content/uploads/2024/01/providing-care-for-elderly-doctor-visiting-elderly-PPQJVGU.webp	(from https://crestahealthcare.com/)
23:51:47	53006/53006	---M--	200	added ('OK')	image/webp	etag:%22cf0e-60f1393849980%22	https://crestahealthcare.com/wp-content/uploads/2024/01/happy-patient-and-caregiver-VA84DV7-1-1.webp	C:/Users/MY%20PC/Documents/Web_projects/Serene%20Touch/crestahealthcare.com/wp-content/uploads/2024/01/happy-patient-and-caregiver-VA84DV7-1-1.webp	(from https://crestahealthcare.com/)
23:51:47	94500/94500	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Jul%202025%2022:51:45%20GMT	https://crestahealthcare.com/about-us/	C:/Users/MY%20PC/Documents/Web_projects/Serene%20Touch/crestahealthcare.com/about-us/index.html	(from https://crestahealthcare.com/)
23:51:48	112466/112466	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Jul%202025%2022:51:46%20GMT	https://crestahealthcare.com/training-recruitment/	C:/Users/MY%20PC/Documents/Web_projects/Serene%20Touch/crestahealthcare.com/training-recruitment/index.html	(from https://crestahealthcare.com/)
23:51:48	94428/94428	---M--	200	added ('OK')	image/webp	etag:%22170dc-60f139736a500%22	https://crestahealthcare.com/wp-content/uploads/2024/01/gray-haired-woman-caring-for-sick-spouse-at-home-MSCHRZ5.webp	C:/Users/MY%20PC/Documents/Web_projects/Serene%20Touch/crestahealthcare.com/wp-content/uploads/2024/01/gray-haired-woman-caring-for-sick-spouse-at-home-MSCHRZ5.webp	(from https://crestahealthcare.com/)
23:51:49	105180/105180	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Jul%202025%2022:51:47%20GMT	https://crestahealthcare.com/career/	C:/Users/MY%20PC/Documents/Web_projects/Serene%20Touch/crestahealthcare.com/career/index.html	(from https://crestahealthcare.com/)
23:51:49	143608/143608	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Jul%202025%2022:51:47%20GMT	https://crestahealthcare.com/our-services/	C:/Users/MY%20PC/Documents/Web_projects/Serene%20Touch/crestahealthcare.com/our-services/index.html	(from https://crestahealthcare.com/)
23:51:49	101420/101420	---M--	200	added ('OK')	image/webp	etag:%2218c2c-60f13884ff280%22	https://crestahealthcare.com/wp-content/uploads/2024/01/careful-and-affectionate-daughter-taking-care-of-h-H9LC2BH.webp	C:/Users/MY%20PC/Documents/Web_projects/Serene%20Touch/crestahealthcare.com/wp-content/uploads/2024/01/careful-and-affectionate-daughter-taking-care-of-h-H9LC2BH.webp	(from https://crestahealthcare.com/)
23:51:50	85764/85764	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Jul%202025%2022:51:48%20GMT	https://crestahealthcare.com/contact-us/	C:/Users/MY%20PC/Documents/Web_projects/Serene%20Touch/crestahealthcare.com/contact-us/index.html	(from https://crestahealthcare.com/)
23:51:50	72012/72012	---M--	200	added ('OK')	image/webp	etag:%221194c-60f138b4ae300%22	https://crestahealthcare.com/wp-content/uploads/2024/01/caring-nurse-at-retirement-home-M7VS62Y.webp	C:/Users/MY%20PC/Documents/Web_projects/Serene%20Touch/crestahealthcare.com/wp-content/uploads/2024/01/caring-nurse-at-retirement-home-M7VS62Y.webp	(from https://crestahealthcare.com/)
23:51:50	62880/62880	---M--	200	added ('OK')	image/webp	etag:%22f5a0-60f1384bc6b80%22	https://crestahealthcare.com/wp-content/uploads/2024/01/happy-smiling-senior-couple-embracing-together-at-J9CUCFW.webp	C:/Users/MY%20PC/Documents/Web_projects/Serene%20Touch/crestahealthcare.com/wp-content/uploads/2024/01/happy-smiling-senior-couple-embracing-together-at-J9CUCFW.webp	(from https://crestahealthcare.com/)
23:51:50	100294/100294	---M--	200	added ('OK')	image/webp	etag:%22187c6-60f13e0e28200%22	https://crestahealthcare.com/wp-content/uploads/2024/01/senior-man-with-helpful-volunteer-in-the-garden-of-LMJAN27-1.webp	C:/Users/MY%20PC/Documents/Web_projects/Serene%20Touch/crestahealthcare.com/wp-content/uploads/2024/01/senior-man-with-helpful-volunteer-in-the-garden-of-LMJAN27-1.webp	(from https://crestahealthcare.com/)
23:51:50	136448/136448	---M--	200	added ('OK')	image/webp	etag:%2221500-60f13f22b8e80%22	https://crestahealthcare.com/wp-content/uploads/2024/01/pexels-andrea-piacquadio-3768146-scaled.webp	C:/Users/MY%20PC/Documents/Web_projects/Serene%20Touch/crestahealthcare.com/wp-content/uploads/2024/01/pexels-andrea-piacquadio-3768146-scaled.webp	(from https://crestahealthcare.com/)
23:51:50	46546/46546	---M--	200	added ('OK')	image/webp	etag:%22b5d2-60f13f5638800%22	https://crestahealthcare.com/wp-content/uploads/2024/01/image0-1024x682-1.webp	C:/Users/MY%20PC/Documents/Web_projects/Serene%20Touch/crestahealthcare.com/wp-content/uploads/2024/01/image0-1024x682-1.webp	(from https://crestahealthcare.com/)
